timestamp,0-CPU2 Temp,0-Inlet Temp,0-Memory usage,0-Fan1 speed,0-Fan2 speed,0-Fan3 speed,0-Fan4 speed,0-Power consumption,0-CPU1 Temp,1-CPU2 Temp,1-Inlet Temp,1-Memory usage,1-Fan1 speed,1-Fan2 speed,1-Fan3 speed,1-Fan4 speed,1-Power consumption,1-CPU1 Temp,2-CPU2 Temp,2-Inlet Temp,2-Memory usage,2-Fan1 speed,2-Fan2 speed,2-Fan3 speed,2-Fan4 speed,2-Power consumption,2-CPU1 Temp,3-CPU2 Temp,3-Inlet Temp,3-Memory usage,3-Fan1 speed,3-Fan2 speed,3-Fan3 speed,3-Fan4 speed,3-Power consumption,3-CPU1 Temp,4-CPU2 Temp,4-Inlet Temp,4-Memory usage,4-Fan1 speed,4-Fan2 speed,4-Fan3 speed,4-Fan4 speed,4-Power consumption,4-CPU1 Temp,5-CPU2 Temp,5-Inlet Temp,5-Memory usage,5-Fan1 speed,5-Fan2 speed,5-Fan3 speed,5-Fan4 speed,5-Power consumption,5-CPU1 Temp,6-CPU2 Temp,6-Inlet Temp,6-Memory usage,6-Fan1 speed,6-Fan2 speed,6-Fan3 speed,6-Fan4 speed,6-Power consumption,6-CPU1 Temp,7-CPU2 Temp,7-Inlet Temp,7-Memory usage,7-Fan1 speed,7-Fan2 speed,7-Fan3 speed,7-Fan4 speed,7-Power consumption,7-CPU1 Temp,8-CPU2 Temp,8-Inlet Temp,8-Memory usage,8-Fan1 speed,8-Fan2 speed,8-Fan3 speed,8-Fan4 speed,8-Power consumption,8-CPU1 Temp,9-CPU2 Temp,9-Inlet Temp,9-Memory usage,9-Fan1 speed,9-Fan2 speed,9-Fan3 speed,9-Fan4 speed,9-Power consumption,9-CPU1 Temp
2019-01-01T17:00:00.000Z,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57
2019-01-01T18:00:00.000Z,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29
2019-01-01T19:00:00.000Z,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29
2019-01-01T20:00:00.000Z,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29
2019-01-01T21:00:00.000Z,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29
2019-01-01T22:00:00.000Z,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87
2019-01-01T23:00:00.000Z,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87
2019-01-02T00:00:00.000Z,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87
2019-01-02T01:00:00.000Z,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87
2019-01-02T02:00:00.000Z,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87
2019-01-02T03:00:00.000Z,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87
2019-01-02T04:00:00.000Z,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57
2019-01-02T05:00:00.000Z,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57
2019-01-02T06:00:00.000Z,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57
2019-01-02T07:00:00.000Z,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57
2019-01-02T08:00:00.000Z,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57
2019-01-02T09:00:00.000Z,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57
2019-01-02T10:00:00.000Z,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57
2019-01-02T11:00:00.000Z,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57
2019-01-02T12:00:00.000Z,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57
2019-01-02T13:00:00.000Z,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57
2019-01-02T14:00:00.000Z,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57
2019-01-02T15:00:00.000Z,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57
2019-01-02T16:00:00.000Z,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57
2019-01-02T17:00:00.000Z,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57
2019-01-02T18:00:00.000Z,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57
2019-01-02T19:00:00.000Z,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,76,17,3.1129499551868602,10920,11060,11130,11060,97.8125,87,45,14,95.14767492756947,8890,8890,8750,8890,93.75,57,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,27,11,3.5725451778977426,10920,10850,10920,10850,40.3125,29,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,64,17,40.01604935698356,9310,8890,9310,8890,98.75,77,44,20,5.101402755487004,9870,9870,9870,10010,90.3125,57
